date,time_block,purchase_bid_mw,sell_bid_mw,mcv_mw,final_scheduled_volume_mw,mcp_rs_per_mwh
2021-01-01,00:00 - 00:15,5757.4,13513.0,4262.7,4262.7,2301.03
2021-01-01,00:15 - 00:30,5877.1,14487.5,4592.7,4592.7,2300.12
2021-01-01,00:30 - 00:45,5926.4,15368.5,4679.5,4679.5,2298.1
2021-01-01,00:45 - 01:00,5956.8,16043.9,4763.1,4763.1,2243.24
2021-01-01,01:00 - 01:15,6330.8,17019.0,5225.8,5225.8,2131.71
2021-01-01,01:15 - 01:30,6199.5,17714.0,5137.8,5137.8,2106.41
2021-01-01,01:30 - 01:45,6263.7,18285.0,5239.2,5239.2,2100.3
2021-01-01,01:45 - 02:00,6247.6,18885.9,5268.7,5268.7,2050.43
2021-01-01,02:00 - 02:15,6275.3,19057.0,5306.1,5306.1,2015.74
2021-01-01,02:15 - 02:30,6356.9,19143.1,5387.7,5387.7,2015.56
2021-01-01,02:30 - 02:45,6210.8,19290.1,5279.2,5279.2,2000.5
2021-01-01,02:45 - 03:00,6233.3,19339.0,5285.1,5285.1,2000.97
2021-01-01,03:00 - 03:15,6309.9,19338.9,5351.3,5351.3,2009.21
2021-01-01,03:15 - 03:30,6407.5,19382.5,5448.9,5448.9,2009.08
2021-01-01,03:30 - 03:45,6530.2,19379.5,5565.5,5565.5,2015.15
2021-01-01,03:45 - 04:00,6443.9,19461.5,5521.2,5521.2,1999.85
2021-01-01,04:00 - 04:15,6692.8,19847.6,5770.5,5770.5,1999.28
2021-01-01,04:15 - 04:30,6752.4,19373.6,5770.1,5770.1,2050.54
2021-01-01,04:30 - 04:45,6960.9,19616.1,5998.0,5998.0,2015.89
2021-01-01,04:45 - 05:00,7359.9,19320.5,6359.4,6359.4,2089.19
2021-01-01,05:00 - 05:15,7872.3,17740.1,6354.2,6354.2,2301.15
2021-01-01,05:15 - 05:30,8290.3,16593.3,6223.0,6223.0,2303.05
2021-01-01,05:30 - 05:45,8285.7,16109.3,6552.1,6552.1,2302.09
2021-01-01,05:45 - 06:00,8230.9,15622.7,6903.4,6903.4,2300.27
2021-01-01,06:00 - 06:15,8754.9,14077.1,7812.8,7812.8,2718.06
2021-01-01,06:15 - 06:30,9448.5,14110.4,8506.4,8506.4,2718.91
2021-01-01,06:30 - 06:45,9980.8,12895.9,8806.0,8806.0,2809.56
2021-01-01,06:45 - 07:00,10922.8,12697.5,9527.0,9527.0,2962.71
2021-01-01,07:00 - 07:15,12009.4,12377.4,10325.0,10325.0,3089.69
2021-01-01,07:15 - 07:30,12893.7,11278.3,10562.8,10562.8,3711.7
2021-01-01,07:30 - 07:45,13821.8,10787.5,10576.4,10576.4,4500.46
2021-01-01,07:45 - 08:00,14469.3,10194.7,10054.6,10054.6,5700.17
2021-01-01,08:00 - 08:15,15119.4,9855.3,9759.3,9759.3,5700.48
2021-01-01,08:15 - 08:30,15391.5,9171.4,9075.4,9075.4,5700.96
2021-01-01,08:30 - 08:45,15341.5,8872.7,8776.7,8776.7,6000.87
2021-01-01,08:45 - 09:00,14872.2,8667.5,8571.5,8571.5,6000.87
2021-01-01,09:00 - 09:15,14670.4,8339.7,8336.7,8336.7,6900.07
2021-01-01,09:15 - 09:30,14281.7,8329.4,8233.4,8233.4,6000.99
2021-01-01,09:30 - 09:45,14477.7,8550.9,8454.9,8454.9,6000.81
2021-01-01,09:45 - 10:00,14965.5,8491.8,8395.8,8395.8,6000.73
2021-01-01,10:00 - 10:15,14362.6,8617.6,8521.6,8521.6,6000.11
2021-01-01,10:15 - 10:30,14127.5,8494.3,8398.3,8398.3,5900.12
2021-01-01,10:30 - 10:45,13723.4,8562.4,8466.4,8466.4,5000.78
2021-01-01,10:45 - 11:00,13303.4,8447.2,8351.2,8351.2,5000.55
2021-01-01,11:00 - 11:15,12994.7,8662.4,8089.4,8089.4,4500.61
2021-01-01,11:15 - 11:30,12792.5,8346.1,7773.1,7773.1,4500.7
2021-01-01,11:30 - 11:45,11983.5,7644.8,7471.8,7471.8,4500.72
2021-01-01,11:45 - 12:00,11514.7,7698.3,7525.3,7525.3,4500.23
2021-01-01,12:00 - 12:15,10154.9,7752.5,7494.2,7494.2,4000.1
2021-01-01,12:15 - 12:30,10188.0,7851.6,7593.3,7593.3,4000.68
2021-01-01,12:30 - 12:45,9699.3,7919.9,7552.64,7552.64,3747.28
2021-01-01,12:45 - 13:00,9299.8,7988.4,7199.7,7199.7,3660.88
2021-01-01,13:00 - 13:15,8408.9,8823.3,6936.5,6936.5,3033.6
2021-01-01,13:15 - 13:30,8184.4,9475.1,6816.9,6816.9,2989.86
2021-01-01,13:30 - 13:45,8173.1,10034.4,6813.9,6813.9,2989.74
2021-01-01,13:45 - 14:00,8177.1,10528.5,6817.9,6817.9,2989.28
2021-01-01,14:00 - 14:15,8368.8,11223.2,7238.4,7238.4,2989.57
2021-01-01,14:15 - 14:30,8430.1,11236.4,7301.0,7301.0,2962.33
2021-01-01,14:30 - 14:45,8742.6,11788.5,7637.8,7637.8,2942.99
2021-01-01,14:45 - 15:00,8961.0,12830.2,7881.4,7881.4,2900.69
2021-01-01,15:00 - 15:15,9057.7,12216.3,8029.7,8029.7,2809.91
2021-01-01,15:15 - 15:30,9330.6,12201.4,8302.6,8302.6,2809.97
2021-01-01,15:30 - 15:45,9947.5,12059.5,8824.0,8824.0,2962.76
2021-01-01,15:45 - 16:00,10297.6,11746.4,9172.8,9172.8,2989.41
2021-01-01,16:00 - 16:15,10986.1,11395.7,9733.6,9733.6,3058.74
2021-01-01,16:15 - 16:30,11453.5,10797.1,9908.4,9908.4,3199.54
2021-01-01,16:30 - 16:45,11572.4,10532.0,9665.5,9665.5,3620.32
2021-01-01,16:45 - 17:00,11285.5,9967.5,9342.3,9342.3,3717.64
2021-01-01,17:00 - 17:15,10406.7,10358.2,8995.7,8995.7,3100.44
2021-01-01,17:15 - 17:30,9512.9,10003.3,8362.6,8362.6,2900.41
2021-01-01,17:30 - 17:45,9855.4,9850.7,8365.7,8365.7,3089.83
2021-01-01,17:45 - 18:00,10365.0,9546.0,8547.8,8547.8,3329.44
2021-01-01,18:00 - 18:15,10904.1,10907.6,9771.56,9771.56,3300.05
2021-01-01,18:15 - 18:30,11305.0,10625.6,9983.8,9983.8,3717.89
2021-01-01,18:30 - 18:45,11277.4,10222.8,9921.5,9921.5,4000.06
2021-01-01,18:45 - 19:00,11033.1,10150.6,9776.7,9776.7,3989.46
2021-01-01,19:00 - 19:15,10033.1,9784.0,9098.0,9098.0,3717.4
2021-01-01,19:15 - 19:30,9513.2,9643.1,8672.4,8672.4,3494.49
2021-01-01,19:30 - 19:45,9271.1,9353.9,8433.6,8433.6,3497.84
2021-01-01,19:45 - 20:00,8673.6,9309.8,7898.0,7898.0,3349.14
2021-01-01,20:00 - 20:15,8148.3,9926.2,7492.1,7492.1,2799.49
2021-01-01,20:15 - 20:30,7501.6,9999.1,6845.4,6845.4,2794.17
2021-01-01,20:30 - 20:45,7228.0,9723.1,6490.5,6490.5,2899.11
2021-01-01,20:45 - 21:00,7042.2,9590.1,6223.7,6223.7,2989.3
2021-01-01,21:00 - 21:15,6779.2,9781.8,5972.8,5972.8,2799.1
2021-01-01,21:15 - 21:30,6324.8,10118.8,5531.3,5531.3,2619.11
2021-01-01,21:30 - 21:45,5965.1,10395.4,5182.6,5182.6,2619.17
2021-01-01,21:45 - 22:00,5688.0,10707.4,4922.7,4922.7,2509.87
2021-01-01,22:00 - 22:15,5762.1,12267.3,4142.0,4142.0,2299.27
2021-01-01,22:15 - 22:30,5805.5,12695.3,3972.3,3972.3,2399.55
2021-01-01,22:30 - 22:45,5451.1,13248.4,3608.9,3608.9,2374.37
2021-01-01,22:45 - 23:00,5165.2,14254.3,3444.3,3444.3,2208.28
2021-01-01,23:00 - 23:15,5112.7,14494.6,3638.1,3638.1,2302.32
2021-01-01,23:15 - 23:30,5266.3,14097.6,3604.1,3604.1,2302.9
2021-01-01,23:30 - 23:45,5608.2,13749.6,3936.1,3936.1,2302.41
2021-01-01,23:45 - 24:00,5776.6,13410.1,4324.1,4324.1,2300.99
2021-01-02,00:00 - 00:15,6542.2,14034.8,5127.4,5127.4,2399.78
2021-01-02,00:15 - 00:30,6627.8,15177.3,5215.7,5215.7,2307.74
2021-01-02,00:30 - 00:45,6799.1,16165.3,5386.7,5386.7,2307.72
2021-01-02,00:45 - 01:00,6705.2,17131.7,5298.3,5298.3,2298.1
2021-01-02,01:00 - 01:15,6989.2,18166.8,5495.1,5495.1,2270.74
2021-01-02,01:15 - 01:30,6776.0,18798.8,5436.9,5436.9,2106.45
2021-01-02,01:30 - 01:45,6878.3,19576.7,5569.2,5569.2,2106.2
2021-01-02,01:45 - 02:00,6862.1,20192.6,5610.4,5610.4,2089.8
2021-01-02,02:00 - 02:15,6909.9,20502.0,5691.1,5691.1,2015.95
2021-01-02,02:15 - 02:30,7066.5,20597.0,5822.2,5822.2,2050.75
2021-01-02,02:30 - 02:45,7107.5,20656.0,5889.1,5889.1,2015.82
2021-01-02,02:45 - 03:00,7099.3,20748.0,5880.9,5880.9,2015.54
2021-01-02,03:00 - 03:15,7086.4,20653.5,5871.5,5871.5,2015.13
2021-01-02,03:15 - 03:30,7072.2,20476.1,5902.4,5902.4,1999.86
2021-01-02,03:30 - 03:45,7037.4,20486.1,5935.9,5935.9,1877.98
2021-01-02,03:45 - 04:00,7035.6,20466.1,5934.1,5934.1,1877.72
2021-01-02,04:00 - 04:15,7206.7,20432.3,6106.0,6106.0,1877.96
2021-01-02,04:15 - 04:30,7447.9,20219.3,6227.3,6227.3,2050.57
2021-01-02,04:30 - 04:45,7669.5,20000.4,6240.6,6240.6,2106.31
2021-01-02,04:45 - 05:00,7955.5,19614.4,6182.8,6182.8,2250.8
2021-01-02,05:00 - 05:15,8520.2,18524.1,6516.9,6516.9,2401.17
2021-01-02,05:15 - 05:30,8753.0,17408.6,6675.3,6675.3,2401.07
2021-01-02,05:30 - 05:45,8807.1,16681.5,6658.7,6658.7,2401.42
2021-01-02,05:45 - 06:00,9104.0,15466.5,7068.6,7068.6,2374.28
2021-01-02,06:00 - 06:15,9163.2,13553.6,7720.2,7720.2,2479.99
2021-01-02,06:15 - 06:30,10013.8,13605.6,8455.5,8455.5,2718.5
2021-01-02,06:30 - 06:45,10387.2,13198.2,8523.8,8523.8,2799.09
2021-01-02,06:45 - 07:00,11632.6,13363.8,9239.8,9239.8,2809.88
2021-01-02,07:00 - 07:15,12553.3,12966.4,9951.3,9951.3,3019.61
2021-01-02,07:15 - 07:30,13920.9,11921.9,10793.5,10793.5,3700.7
2021-01-02,07:30 - 07:45,14831.8,11331.0,10900.4,10900.4,4500.2
2021-01-02,07:45 - 08:00,15517.4,11068.9,10638.3,10638.3,5000.48
2021-01-02,08:00 - 08:15,15153.9,11270.3,10680.5,10680.5,4969.38
2021-01-02,08:15 - 08:30,15417.0,11061.2,10920.4,10920.4,5989.9
2021-01-02,08:30 - 08:45,15252.3,10592.5,10459.5,10459.5,6600.03
2021-01-02,08:45 - 09:00,15166.9,10092.0,9959.0,9959.0,6600.26
2021-01-02,09:00 - 09:15,15091.5,9654.2,9521.2,9521.2,6600.5
2021-01-02,09:15 - 09:30,14775.7,9254.1,9121.1,9121.1,6600.53
2021-01-02,09:30 - 09:45,14756.0,9135.7,9002.7,9002.7,6600.65
2021-01-02,09:45 - 10:00,14769.3,9146.8,9013.8,9013.8,6600.56
2021-01-02,10:00 - 10:15,14947.3,9147.2,9004.2,9004.2,6600.48
2021-01-02,10:15 - 10:30,15290.3,8768.9,8625.9,8625.9,6600.72
2021-01-02,10:30 - 10:45,14434.1,8653.3,8510.3,8510.3,6050.29
2021-01-02,10:45 - 11:00,14556.0,8396.0,8253.0,8253.0,6050.48
2021-01-02,11:00 - 11:15,14472.1,8189.6,7896.6,7896.6,5600.51
2021-01-02,11:15 - 11:30,13920.7,8191.5,7898.5,7898.5,5600.49
2021-01-02,11:30 - 11:45,13572.7,8268.8,7975.8,7975.8,5600.22
2021-01-02,11:45 - 12:00,13277.9,8350.4,7987.39,7987.39,5529.3
2021-01-02,12:00 - 12:15,12594.3,8398.8,7868.28,7868.28,4882.02
2021-01-02,12:15 - 12:30,12547.2,8472.1,7703.31,7703.31,4834.36
2021-01-02,12:30 - 12:45,11508.9,8521.5,7450.9,7450.9,4258.14
2021-01-02,12:45 - 13:00,10897.3,8619.4,7448.8,7448.8,4000.83
2021-01-02,13:00 - 13:15,9899.2,9629.2,6995.7,6995.7,3465.31
2021-01-02,13:15 - 13:30,9651.6,10139.5,6848.1,6848.1,3200.02
2021-01-02,13:30 - 13:45,9597.7,10341.0,6796.5,6796.5,3199.05
2021-01-02,13:45 - 14:00,9643.7,11018.0,7001.7,7001.7,3058.39
2021-01-02,14:00 - 14:15,9769.2,11824.6,7150.8,7150.8,3033.87
2021-01-02,14:15 - 14:30,9976.8,11797.9,7447.6,7447.6,2998.37
2021-01-02,14:30 - 14:45,10260.2,12301.3,7732.5,7732.5,2989.73
2021-01-02,14:45 - 15:00,10610.5,13338.9,8081.8,8081.8,2989.83
2021-01-02,15:00 - 15:15,10819.4,12868.7,8291.9,8291.9,2989.88
2021-01-02,15:15 - 15:30,11317.6,12724.4,8790.1,8790.1,2998.59
2021-01-02,15:30 - 15:45,11647.8,12597.7,9110.2,9110.2,2998.62
2021-01-02,15:45 - 16:00,12123.6,12460.9,9481.0,9481.0,3058.05
2021-01-02,16:00 - 16:15,12613.6,11668.2,9798.3,9798.3,3200.68
2021-01-02,16:15 - 16:30,13093.9,11305.7,9933.5,9933.5,3600.62
2021-01-02,16:30 - 16:45,13212.7,10738.7,10035.9,10035.9,3849.99
2021-01-02,16:45 - 17:00,13268.2,10080.7,9547.3,9547.3,4800.15
2021-01-02,17:00 - 17:15,12581.7,10567.1,9651.19,9651.19,3717.34
2021-01-02,17:15 - 17:30,11891.4,10475.3,9240.01,9240.01,3499.58
