y_pred,lower,upper
2712.2258944746786,237.50083989106724,5186.95094905829
2723.699897639773,248.97484305616172,5198.424952223384
2652.3426829017335,177.61762831812212,5127.067737485345
2649.227315963118,174.50226137950676,5123.952370546729
2566.638573736153,91.91351915254154,5041.363628319765
2519.9584445936803,45.23339001006889,4994.683499177292
2473.5098270003446,-1.2152275832668238,4948.234881583956
2350.2756159492938,-124.44943863431763,4825.000670532905
2289.71364650874,-185.01140807487127,4764.438701092351
2289.71364650874,-185.01140807487127,4764.438701092351
2268.859699636832,-205.86535494677946,4743.584754220443
2268.859699636832,-205.86535494677946,4743.584754220443
2232.9662449273446,-241.75880965626675,4707.691299510956
2200.833611501892,-273.89144308171944,4675.558666085503
2200.833611501892,-273.89144308171944,4675.558666085503
2200.833611501892,-273.89144308171944,4675.558666085503
2268.859699636832,-205.86535494677946,4743.584754220443
2200.833611501892,-273.89144308171944,4675.558666085503
2200.833611501892,-273.89144308171944,4675.558666085503
2264.502096429206,-210.2229581544052,4739.227151012818
2545.729982472191,71.00492788857946,5020.455037055803
2701.3047987726736,226.57974418906224,5176.0298533562855
2897.003539371724,422.27848478811256,5371.728593955335
3100.352181133381,625.6271265497694,5575.077235716992
3723.3138194338762,1248.5887648502649,6198.038874017488
3996.6340986537443,1521.909044070133,6471.359153237356
4371.174553332968,1896.4494987493563,6845.899607916579
4639.031341817391,2164.3062872337796,7113.756396401002
8701.315564827215,6226.590510243604,11176.040619410825
10291.808062755197,7817.083008171586,12766.533117338808
10604.98698840114,8130.261933817529,13079.712042984753
10807.549619498937,8332.824564915325,13282.27467408255
10871.754013707377,8397.028959123767,13346.479068290988
10950.188365253816,8475.463310670206,13424.913419837427
11487.58091018513,9012.85585560152,13962.30596476874
11438.180994415257,8963.455939831645,13912.90604899887
11434.979808570537,8960.254753986927,13909.704863154147
11386.996082752214,8912.271028168601,13861.721137335826
11086.518067089684,8611.793012506074,13561.243121673295
10604.822311347274,8130.097256763663,13079.547365930885
8015.200649978226,5540.475595394614,10489.925704561836
6931.967462087938,4457.242407504326,9406.692516671548
5754.199321861094,3279.474267277483,8228.924376444706
5041.587506595736,2566.862452012125,7516.3125611793475
4067.323083967365,1592.5980293837538,6542.048138550977
3776.774919825658,1302.0498652420465,6251.499974409269
3621.797976435074,1147.0729218514625,6096.523031018685
3590.121447532342,1115.3963929487304,6064.846502115954
3315.5570098935264,840.831955309915,5790.282064477138
3348.459258735014,873.7342041514025,5823.184313318625
