date,interval_arbitrage,confidence_weighted,unhedged,hedged
2025-01-04,1069645.2488576341,8529873.0,-10742664.846719354,-10742664.846719354
2025-01-04,892084.4887068098,7878751.0,-8419331.557030708,-8419331.557030708
2025-01-04,436453.3979032355,3080549.0,-7934978.17810029,-7934978.17810029
2025-01-04,2132487.8642411353,666302.0000000001,-9647914.531053111,-9647914.531053111
2025-01-04,1125895.0296034014,1983581.0000000002,-8708270.554004032,-8708270.554004032
2025-01-04,2438856.672720315,-878958.0000000001,-10034505.847803216,-10034505.847803216
2025-01-04,4273121.274157421,-1609580.9999999998,-13275576.290344216,-13275576.290344216
2025-01-04,5977033.305174612,-915019.0,-14807514.790651936,-14807514.790651936
2025-01-04,3327880.527238001,7423228.0,-11392965.151225481,-11392965.151225481
2025-01-04,8253343.950829691,867908.9999999999,-16135497.29589869,-16135497.29589869
2025-01-04,7000427.094710081,1137253.0,-15409186.809329879,-15409186.809329879
2025-01-04,4576748.1878674915,1287143.0,-13937087.284018174,-13937087.284018174
2025-01-04,4482173.579996628,1669555.0000000005,-12989545.61154338,-12989545.61154338
2025-01-04,1803986.4358131909,2757429.9999999995,-10293830.894398984,-10293830.894398984
2025-01-04,667534.5066134944,3897074.9999999995,-10143594.176461192,-10143594.176461192
2025-01-04,4766662.687689964,15102952.0,-8464431.029953197,-8464431.029953197
2025-01-04,1291781.7368411312,2348601.0,-7197521.488395859,-7197521.488395859
2025-01-04,1159107.9530632575,859686.0000000002,-7214558.995195774,-7214558.9951957725
2025-01-04,321905.6628899906,1608698.0000000002,-2455705.951272122,-2455705.951272122
2025-01-04,1945861.35246078,-127932.00000000006,-3590487.3114012284,-3590487.3114012284
2025-01-04,2896271.488161753,1943447.0000000002,-6325482.08415789,-6325482.08415789
2025-01-04,2845912.064348072,9139136.0,-8147406.931155663,-8147406.931155663
2025-01-04,2301121.78365997,13455557.0,-5608953.294819459,-5608953.294819459
2025-01-04,1768675.1140797427,1194490.0,-4433283.136278773,-4433283.136278773
2025-01-04,1942771.5082672294,2249871.0,-5058580.49530912,-5058580.49530912
2025-01-04,3043641.795584933,1717101.0,-6555252.321093641,-6555252.321093641
2025-01-04,2337689.65156334,4762895.000000001,-5375296.945225724,-5375296.945225725
2025-01-04,4615147.733330862,-869004.0000000002,-7520942.738722377,-7520942.738722378
2025-01-04,4791957.699121264,9037338.0,-6169464.503663761,-6169464.503663761
2025-01-04,2260010.583372909,9099300.0,-5149089.1589366775,-5149089.1589366775
2025-01-04,3869570.733840133,961986.9999999998,-7296397.266681735,-7296397.266681736
2025-01-04,1902091.833376562,4995608.0,-4219986.104572343,-4219986.104572343
2025-01-04,2168775.8783195596,2426623.9999999995,-4887905.380245477,-4887905.380245477
2025-01-04,3770599.8207849325,-208910.9999999997,-6880655.644495936,-6880655.644495935
2025-01-04,2463462.9721178655,1527800.0000000005,-4688449.051409532,-4688449.051409532
2025-01-04,894193.737260214,14397788.0,-3621671.1556199677,-3621671.1556199677
2025-01-04,7582805.725316524,12943739.0,-10655742.715335421,-10655742.715335423
2025-01-04,3057260.7930196915,1338930.0,-7980214.663296363,-7980214.663296362
2025-01-04,604442.1886551193,4392502.0,-3053012.5935683125,-3053012.5935683125
2025-01-04,1404573.8753595087,1238626.0,-3531213.5542414533,-3531213.554241453
2025-01-04,846916.5095157069,1168357.0000000002,-2480990.7428603843,-2480990.7428603843
2025-01-04,3359053.8027025773,4392432.0,-4571502.904764328,-4571502.904764328
2025-01-04,0.0,6080089.0,-1723951.8538685949,-1723951.8538685949
2025-01-04,6594340.794347537,-1803814.0,-11689397.310234047,-11689397.310234047
2025-01-05,7080425.097695843,-349158.0000000002,-11590943.31286033,-11590943.31286033
2025-01-05,3970757.176121325,-1764311.0,-8010706.853290396,-8010706.853290396
2025-01-05,3869705.174087188,3480953.0,-5714977.76340311,-5714977.76340311
2025-01-05,4284697.458388514,1403954.0,-5587023.92777947,-5587023.92777947
2025-01-05,273423.1891403998,7572722.0,-1995640.7044050435,-1995640.7044050435
2025-01-05,0.0,4304079.0,-2807311.6623181207,-2807311.6623181207
2025-01-05,1573775.0568644188,2087225.9999999995,-5443687.65820574,-5443687.65820574
2025-01-05,2098137.6547986628,6463546.0,-4643246.954916401,-4643246.954916401
2025-01-05,1782142.2830901528,1062444.0000000002,-3979335.85545903,-3979335.85545903
2025-01-05,616884.2457827628,1986653.0,-3995240.0752195446,-3995240.0752195446
2025-01-05,473779.4335209116,-77013.99999999971,-4140881.4794414714,-4140881.4794414714
2025-01-05,906520.1838900459,1041103.0,-4632984.337692041,-4632984.337692041
2025-01-05,406606.65469899867,1059260.0,-2916271.131993469,-2916271.131993469
2025-01-05,0.0,4942907.0,-1413830.188276507,-1413830.188276507
2025-01-05,0.0,330947.0000000002,-1873814.155939246,-1873814.155939246
2025-01-05,0.0,2161476.0,-3115245.892665427,-3115245.892665427
2025-01-05,1121916.2611928561,599516.0,-3691601.233516147,-3691601.2335161474
2025-01-05,3061730.5542288814,-574828.9999999998,-7200383.735213028,-7200383.735213028
2025-01-05,2931000.66597566,-258903.0,-6985751.820370903,-6985751.820370903
2025-01-05,2064060.4506355342,875285.0000000006,-6264165.678965498,-6264165.678965498
2025-01-05,1117751.1142745023,5009562.0,-3498934.3197086244,-3498934.3197086244
2025-01-05,3136909.8885217626,335447.0,-6794907.0304990895,-6794907.0304990895
2025-01-05,1211458.3016242678,2220615.0,-3673156.610206482,-3673156.610206481
2025-01-05,1270655.2381723602,4056273.0,-3291184.285804474,-3291184.285804474
2025-01-05,1592854.6716235632,-956577.0000000007,-4226172.099148774,-4226172.0991487745
2025-01-05,2073665.9499882825,-167109.99999999965,-4412840.4710628055,-4412840.4710628055
2025-01-05,491429.80918053864,6471759.0,-2863010.1099377684,-2863010.1099377684
2025-01-05,1456649.907844528,8626871.0,-3787100.421015463,-3787100.421015463
2025-01-05,2563106.943863796,-882943.0000000001,-6898723.732888742,-6898723.732888743
2025-01-05,1291902.2743975616,3501683.0,-5765740.444903446,-5765740.444903446
2025-01-05,1022070.015607445,1577154.0,-5674116.435256003,-5674116.435256003
2025-01-05,3365006.1673096158,-1823087.0,-9113436.473939149,-9113436.473939149
2025-01-05,7008632.519571901,-3912260.0,-13616271.707904954,-13616271.707904954
2025-01-05,2630736.7086178106,-873296.9999999999,-9222411.451022826,-9222411.451022826
2025-01-05,2762329.854054611,10005717.0,-5171976.174744737,-5171976.174744737
2025-01-05,3728604.1016106294,279008.00000000023,-6206387.005654298,-6206387.005654298
2025-01-05,9833034.25374328,-611967.9999999995,-15739915.909842234,-15739915.909842234
2025-01-05,7642414.870389208,-1159967.0,-12544320.852871805,-12544320.852871805
2025-01-05,6220035.921072257,-159629.00000000003,-10644407.686098369,-10644407.68609837
2025-01-05,2916402.794491468,3733917.0,-5739082.1749862265,-5739082.1749862265
2025-01-05,658446.5761386352,10552911.0,-3504584.7147503286,-3504584.7147503286
2025-01-05,3335448.6680014897,6748567.999999998,-7859711.411592333,-7859711.411592333
2025-01-05,7950079.270622066,3334408.9999999995,-13584245.737449676,-13584245.737449676
2025-01-05,8637773.142794434,-2345194.0,-16465937.69820374,-16465937.698203739
2025-01-05,6417763.905913635,6561630.0,-13363755.45714197,-13363755.45714197
2025-01-05,14056059.219024073,4499718.000000001,-17136458.232246913,-17136458.232246913
2025-01-05,23157504.44388024,1153611.9999999995,-25173852.27234332,-25173852.27234332
2025-01-05,14919997.581204075,2087679.0000000007,-18195571.375107203,-18195571.375107206
2025-01-05,13783290.985768307,9862520.0,-15274418.173576247,-15274418.173576249
2025-01-05,6630557.463574868,478675.99999999953,-8939193.34474272,-8939193.34474272
2025-01-05,3803694.5902417353,1231915.0,-8612189.82394858,-8612189.82394858
2025-01-05,3040639.64636297,8136796.0,-7785206.701171954,-7785206.701171953
2025-01-05,24985645.32188528,-14181915.0,-28353463.64402838,-28353463.64402838
2025-01-05,32496846.220164485,94051.99999999952,-36870101.035938405,-36870101.035938405
2025-01-05,28368211.135816444,6151289.0,-30870227.035964593,-30870227.03596459
2025-01-05,12871602.166265126,12976802.0,-17476452.193673406,-17476452.193673406
2025-01-05,8192910.905804309,7689952.0,-13388677.50664837,-13388677.50664837
2025-01-05,2559927.250185551,5028539.0,-5957003.50310292,-5957003.503102921
2025-01-05,5188898.926586472,196678.9999999994,-10856695.17971912,-10856695.17971912
2025-01-05,2450616.6199491024,1358880.0000000005,-7667317.7847281415,-7667317.7847281415
2025-01-05,2835684.9967777985,-3064428.0000000005,-9778165.790143546,-9778165.790143546
2025-01-05,443696.3959530861,182441.99999999977,-6018316.274026799,-6018316.274026799
2025-01-05,2387012.924086746,568105.0000000002,-8393003.134848889,-8393003.134848889
2025-01-05,9241525.886167565,1818821.0,-13623336.827114023,-13623336.827114023
2025-01-05,21941664.4400442,4693416.0,-23434527.23832839,-23434527.23832839
2025-01-05,8733054.183633437,4780073.0,-12395664.705487926,-12395664.705487927
2025-01-05,7351373.457549662,1257123.0,-12689161.803558666,-12689161.803558666
2025-01-05,3402915.656625989,1762169.0,-7535794.124848225,-7535794.124848225
2025-01-05,1583969.2998614875,2721633.999999999,-6407881.343288398,-6407881.343288397
2025-01-05,6426539.543195838,18279941.0,-8287833.786771104,-8287833.786771104
2025-01-05,23001015.1433943,10316488.0,-24763931.585619383,-24763931.58561938
2025-01-05,11310855.971166443,12653020.0,-14578155.527587386,-14578155.527587386
2025-01-05,13773882.478845445,-1014318.9999999998,-19558183.1321052,-19558183.1321052
2025-01-05,4350477.511489123,10470507.0,-7914982.276348364,-7914982.276348364
2025-01-05,2408986.624242317,6208279.0,-6104104.645389222,-6104104.645389223
2025-01-05,2156500.6931824367,7707838.0,-6847784.305017505,-6847784.305017505
2025-01-05,8671965.894824296,-1272430.9999999998,-15286936.878199413,-15286936.878199412
2025-01-05,18874052.75883061,-3400374.0,-22637156.255540982,-22637156.255540982
2025-01-05,25118521.62898828,140988.0000000001,-29155111.38541069,-29155111.385410693
2025-01-05,24914429.309155554,3916686.0,-28287490.03042817,-28287490.030428175
2025-01-05,19895033.222368218,3695149.0,-24091767.068699278,-24091767.068699278
2025-01-05,20790217.609801963,2956248.0,-25823593.222512294,-25823593.222512297
2025-01-05,16007362.08088067,1974954.0000000002,-22513245.550055962,-22513245.550055962
2025-01-05,4580752.884645992,21555778.0,-10073023.274869854,-10073023.274869852
2025-01-05,4677109.487187015,596879.9999999995,-10274523.913309818,-10274523.913309818
2025-01-05,2905499.3377162255,3568889.0,-6295794.325476121,-6295794.325476121
2025-01-05,3863702.0788230537,2656097.0,-9016667.691694144,-9016667.691694144
2025-01-05,518585.69628896366,5552576.999999999,-6841554.22289053,-6841554.22289053
2025-01-05,1068580.238479813,2060882.0,-6413697.618038092,-6413697.618038094
2025-01-05,8567519.137014875,-918511.0000000001,-14285880.222775884,-14285880.22277588
2025-01-05,867921.320020433,4572917.999999999,-6100688.975520147,-6100688.975520148
2025-01-05,2090063.5182650888,908951.0,-8480671.154525805,-8480671.154525805
2025-01-05,462858.73568763275,-159471.00000000003,-4664753.305428831,-4664753.305428831
2025-01-05,3758874.0710816393,-804019.0,-8346509.403138043,-8346509.403138043
2025-01-05,10515464.9537763,228978.99999999988,-15808940.132637901,-15808940.132637901
2025-01-05,17308102.11358707,-1056766.0000000005,-21271883.345186267,-21271883.345186267
2025-01-06,24352774.64826785,2944146.0000000005,-28649707.834425904,-28649707.834425904
2025-01-06,28867978.44472391,-2156640.0000000005,-31520499.062750936,-31520499.062750936
2025-01-06,31839889.961652685,3013746.0,-33969237.74794133,-33969237.74794133
2025-01-06,18974749.224121176,5187608.0,-22393919.249039248,-22393919.249039248
2025-01-06,9022650.674115065,5717085.0,-12907877.979414921,-12907877.979414921
2025-01-06,6711915.461210057,9928509.0,-14728680.544689044,-14728680.544689044
2025-01-06,6426534.037327294,7187815.0,-15253988.51197462,-15253988.511974618
2025-01-06,7579890.933776467,8325275.999999999,-15363306.490654115,-15363306.490654115
2025-01-06,14908601.225541567,3978036.9999999995,-19526067.571198333,-19526067.57119833
2025-01-06,5471076.061277365,5667220.0,-13948861.435193464,-13948861.435193464
2025-01-06,3947400.230941091,6350106.000000001,-12354498.294937827,-12354498.294937827
2025-01-06,12262511.703979399,776150.9999999995,-19306978.40714794,-19306978.40714794
2025-01-06,9953685.527857393,3670370.0000000005,-16098982.91954986,-16098982.91954986
2025-01-06,6173402.684227403,2311389.9999999995,-11802769.208223999,-11802769.208223999
2025-01-06,7186309.316038933,2648697.0,-14769553.845967084,-14769553.845967084
2025-01-06,5918672.248951042,13228167.0,-11902311.04436489,-11902311.04436489
2025-01-06,6334244.998641857,3954382.0,-12005256.886981433,-12005256.886981435
2025-01-06,276245.1122159344,10998954.0,-4464312.085857834,-4464312.085857835
2025-01-06,0.0,1468341.0,-4979119.376624348,-4979119.376624348
2025-01-06,3760192.8358135447,1815421.0000000007,-7751005.5490622595,-7751005.54906226
2025-01-06,6587880.404238809,-82189.99999999991,-11167150.377007294,-11167150.377007296
2025-01-06,6832904.642620074,7572640.0,-12573584.186923387,-12573584.186923387
2025-01-06,2769451.889045843,7734387.000000001,-10216650.385052271,-10216650.385052271
2025-01-06,1750750.4915607723,964233.9999999999,-9332665.382512657,-9332665.382512659
2025-01-06,12967599.592698278,690961.0000000002,-15653646.604641605,-15653646.604641605
2025-01-06,2592237.7092826627,1056385.0000000002,-8872598.17324026,-8872598.17324026
2025-01-06,2697661.0933080846,4075071.0,-6202135.666979944,-6202135.666979943
2025-01-06,5976896.581462651,1449634.0,-8670534.841637779,-8670534.841637779
2025-01-06,11110536.091948375,5363079.0,-14457052.509965736,-14457052.509965738
2025-01-06,10529175.912719574,3494570.9999999995,-15278612.20182753,-15278612.201827532
2025-01-06,13290210.269724492,-2737582.0,-17266416.074854665,-17266416.074854665
2025-01-06,8039518.394506544,-740213.0000000002,-11382691.706372604,-11382691.706372604
2025-01-06,3890127.824530483,2722669.0,-7089827.7719903095,-7089827.7719903095
2025-01-06,1694276.246346789,7219264.0,-5694595.18865425,-5694595.18865425
2025-01-06,14866532.495254114,-1770658.9999999998,-19112329.318911023,-19112329.31891102
2025-01-06,5380536.20188873,8218901.0,-13131677.279936641,-13131677.279936641
2025-01-06,5059833.650126511,15316475.0,-10344944.29017891,-10344944.290178908
2025-01-06,1418451.6514715422,8220612.0,-6705911.903382332,-6705911.903382332
2025-01-06,1877923.7249983293,2554335.0,-5253522.905807847,-5253522.905807846
2025-01-06,1739348.809476971,311290.0,-5101612.510966985,-5101612.510966985
2025-01-06,9935840.373921588,-2134785.0,-12299969.363224288,-12299969.363224288
2025-01-06,4673488.548979033,9391349.0,-8333661.438134062,-8333661.438134062
2025-01-06,8314979.151330622,1225998.0,-13344290.094125178,-13344290.094125178
2025-01-06,10991414.281562004,2485923.0,-16025722.848284464,-16025722.848284462
2025-01-06,7411006.102241052,1135117.0,-12756787.348235354,-12756787.348235354
2025-01-06,5108638.888811071,582420.9999999998,-9676217.009892307,-9676217.009892311
2025-01-06,3257279.0925356373,7110932.0,-6997943.830840079,-6997943.830840079
2025-01-06,13173716.399561986,-3104513.0,-17685344.64077598,-17685344.64077598
2025-01-06,18771127.449936047,-2134555.0000000005,-23865905.001642834,-23865905.001642834
2025-01-06,17563084.305543333,-3144997.0,-23730603.045096673,-23730603.045096673
2025-01-06,17390460.109761838,12174428.0,-21402385.979929075,-21402385.979929075
2025-01-06,12618892.862915572,5377561.0,-16566478.734903235,-16566478.734903239
2025-01-06,5440421.692056381,6709346.999999998,-8562330.196706956,-8562330.196706956
2025-01-06,6112944.142118453,4005501.0,-9055302.081110248,-9055302.081110246
2025-01-06,20067939.69771975,-2383350.0,-21989032.729203597,-21989032.729203597
2025-01-06,3664464.6925514634,2402854.0,-8500371.181910159,-8500371.181910159
2025-01-06,5522281.583153596,6362682.0,-10540123.031157337,-10540123.031157337
2025-01-06,4703336.206343864,5811441.0,-8725125.35324508,-8725125.35324508
2025-01-06,3316894.4420010904,2206168.0,-10385820.27254387,-10385820.27254387
2025-01-06,7508886.357225068,5774260.0,-12218249.144305348,-12218249.144305348
2025-01-06,8453696.783953296,2206810.0000000005,-11890116.00003441,-11890116.00003441
2025-01-06,5546670.570223099,8652716.0,-10434499.328941192,-10434499.328941192
2025-01-06,13946893.256048676,829236.0,-18443186.521432832,-18443186.521432832
2025-01-06,23184279.782068834,2612820.0,-25717214.816636615,-25717214.816636615
2025-01-06,19149766.78852373,1582727.0,-23319860.76219423,-23319860.762194235
2025-01-06,15718876.273287777,2334982.0,-19643474.370525435,-19643474.370525435
2025-01-06,19418261.825088702,2907725.0,-22486265.905382022,-22486265.905382022
2025-01-06,9315459.74576187,8919991.0,-13366470.094866524,-13366470.094866522
2025-01-06,4817139.026893652,5867167.0,-9568647.648361873,-9568647.648361873
2025-01-06,2755560.18632205,1282740.0000000005,-10001061.503666269,-10001061.503666267
2025-01-06,3943100.5516230525,7132651.0,-9072341.869595716,-9072341.869595716
2025-01-06,975800.0415326583,14561952.0,-7722765.726034911,-7722765.726034911
2025-01-06,20547232.204143383,-8453810.0,-24763117.932619736,-24763117.932619736
2025-01-06,20473940.018179335,2447089.0000000005,-25562774.000317864,-25562774.000317864
2025-01-06,23829516.73531234,-1185350.0,-29137583.880158458,-29137583.88015846
2025-01-06,19179868.976343244,10804720.0,-23298977.568541557,-23298977.568541557
2025-01-06,21912963.329512965,-1538351.0,-26701126.97012771,-26701126.970127705
2025-01-06,22596452.099082503,5103322.0,-27085653.07299219,-27085653.072992194
2025-01-06,7243065.865764461,30039187.0,-11734010.560790548,-11734010.560790546
2025-01-06,1649149.1264796983,6814468.0,-6500886.920891519,-6500886.92089152
2025-01-06,315313.7807443319,1727661.0,-4773389.706156068,-4773389.706156067
2025-01-06,12411653.689305488,102499.99999999959,-16202657.640560804,-16202657.640560806
2025-01-06,14748273.991470346,-2073665.0,-17049337.393959723,-17049337.393959723
2025-01-06,22071530.292041495,-3200.0000000001746,-24358076.752534404,-24358076.752534404
2025-01-06,20898520.484262533,8190419.0,-23541930.52726348,-23541930.52726348
2025-01-06,13579733.099086419,2713951.0,-16361460.134127636,-16361460.134127636
2025-01-06,8325501.88779966,801135.0000000005,-11017641.67947328,-11017641.679473283
2025-01-06,3069204.1626194324,12344193.0,-5857439.807803567,-5857439.807803567
2025-01-06,1530828.5205531046,2070569.9999999995,-4120910.3157084696,-4120910.3157084696
2025-01-06,2943087.534930631,8095526.0,-7159774.489236593,-7159774.489236593
2025-01-06,3371982.364779905,249651.00000000017,-8313356.574128317,-8313356.574128317
2025-01-06,8499711.965423211,5620025.0,-10804435.052774416,-10804435.052774418
2025-01-06,8432788.614360841,5650148.000000001,-12107074.019470226,-12107074.019470226
2025-01-06,1644691.9270014586,3618534.0,-5769964.5177407935,-5769964.5177407935
2025-01-06,6519993.391919255,2120249.0,-11519782.144188657,-11519782.144188657
2025-01-06,2902506.5557169653,-424176.99999999977,-7392623.316132293,-7392623.316132293
2025-01-07,2253149.334841181,3772433.0,-5854324.078054788,-5854324.078054788
2025-01-07,1710426.144493043,4386038.0,-5099301.228622759,-5099301.228622759
2025-01-07,4394609.704253636,3449359.0000000005,-11033955.681680106,-11033955.681680106
2025-01-07,7236534.005162861,11360263.0,-11681082.077652134,-11681082.077652132
2025-01-07,10245440.981587177,4259919.0,-12975394.088672481,-12975394.088672481
2025-01-07,2998686.4004916935,9495815.0,-8351023.61781983,-8351023.617819831
2025-01-07,2086257.1045134282,2672714.0,-9308915.798154958,-9308915.798154958
2025-01-07,6617493.732528773,606358.9999999998,-13603669.234885465,-13603669.234885465
2025-01-07,12634554.001695776,-2034180.0,-17756310.002153568,-17756310.002153568
2025-01-07,9386772.344543764,6427638.0,-16957209.651410915,-16957209.651410915
2025-01-07,6455883.3108573835,13048030.0,-14569877.197197273,-14569877.197197273
2025-01-07,10461709.643168649,1384931.9999999995,-17783984.707520146,-17783984.707520146
2025-01-07,3768851.6345436703,5809399.0,-11518865.718053542,-11518865.718053544
2025-01-07,1814355.9984784736,6956240.0,-7095796.489467829,-7095796.489467829
2025-01-07,3839052.3166194097,2385349.0,-9747410.638316238,-9747410.638316238
2025-01-07,18247502.420545474,-9441390.0,-24130794.79071533,-24130794.79071533
2025-01-07,13473313.625344653,-2004356.0000000005,-22223072.139427617,-22223072.139427617
2025-01-07,15026562.290458199,18679893.0,-23376424.64553034,-23376424.645530343
2025-01-07,28484349.469349578,-1507408.0,-34233831.00557183,-34233831.00557183
2025-01-07,21523467.070049014,-122496.99999999997,-25945854.13651301,-25945854.13651301
2025-01-07,21888791.34107051,2872084.0,-29249179.39223981,-29249179.39223981
2025-01-07,17010266.859456044,7202981.999999998,-24339231.660045512,-24339231.660045512
