y_pred,lower,upper
2704.5752,903.4539012693742,4505.696489355626
2731.1934,930.0720653318742,4532.314653418126
2647.8525,846.7312450193742,4448.973833105626
2640.5615,839.4402293943742,4441.682817480626
2582.7556,781.6343211912492,4383.876909277501
2538.9304,737.8091258787492,4340.051713965001
2470.5532,669.4319286131242,4271.674516699376
2338.7234,537.6020946287492,4139.844682715001
2225.1455,424.0242137693742,4026.266801855626
2225.1455,424.0242137693742,4026.266801855626
2221.3872,420.2659129881242,4022.508501074376
2221.3872,420.2659129881242,4022.508501074376
2185.7441,384.6228465818742,3986.865434668126
2155.3335,354.2122020506242,3956.454790136876
2185.7441,384.6228465818742,3986.865434668126
2156.3604,355.2390575193742,3957.481645605626
2220.0103,418.8889598631242,4021.131547949376
2157.2424,356.1211375974992,3958.363725683751
2163.4204,362.2991161131242,3964.541704199376
2247.9324,446.8110790037492,4049.053667090001
2488.8245,687.7031688474992,4289.945756933751
2670.2668,869.1455516599992,4471.388139746251
2898.8315,1097.7102489256242,4699.952837011876
3082.973,1281.8516063474992,4884.094194433751
3694.9805,1893.8591747068742,5496.101762793126
4007.349,2206.227827050624,5808.470415136876
4260.043,2458.921674706874,6061.164262793126
4482.3354,2681.214155175624,6283.456743261876
8718.373,6917.251752831874,10519.494340918125
9853.217,8052.095502831874,11654.338090918125
10502.294,8701.172651269375,12303.415239355625
10777.449,8976.327924706875,12578.570512793125
10544.437,8743.315229394375,12345.557817480625
10961.262,9160.140424706875,12762.383012793125
10943.313,9142.192182519375,12744.434770605625
10698.9795,8897.858198144375,12500.100786230625
11152.455,9351.333784081875,12953.576372168125
11005.624,9204.502729394375,12806.745317480625
10628.064,8826.943159081875,12429.185747168125
10421.793,8620.671674706875,12222.914262793125
8570.494,6769.372846581874,10371.615434668125
7067.6836,5266.562299706874,8868.804887793125
5496.4883,3695.366987206874,7297.609575293126
4915.8613,3114.740034081874,6716.982622168126
4062.864,2261.742719628749,5863.985307715001
3789.371,1988.2497997068742,5590.492387793126
3640.0732,1838.9519481443742,5441.194536230626
3553.886,1752.7646922849992,5355.007280371251
3369.4841,1568.3628368162492,5170.605424902501
3394.8103,1593.6890086912492,5195.931596777501
3368.7976,1567.6763133787492,5169.918901465001
3310.6272,1509.5059032224992,5111.748491308751
2780.093,978.9717235349992,4581.214311621251
2838.2332,1037.1118602537492,4639.354448340001
2875.7568,1074.6355418943742,4676.878129980626
2920.0608,1118.9394969724992,4721.182085058751
2987.7366,1186.6152782224992,4788.857866308751
3008.074,1206.9526805662492,4809.195268652501
3197.0981,1395.9768504881242,4998.219438574376
3245.582,1444.4607372068742,5046.703325293126
3340.1506,1539.0293407224992,5141.271928808751
3388.4133,1587.2920360349992,5189.534624121251
3590.6814,1789.5601024412492,5391.802690527501
3805.5005,2004.3791942381242,5606.621782324376
4184.3496,2383.228315331874,5985.470903418126
4357.137,2556.015912988124,6158.258501074376
4661.492,2860.370893456874,6462.613481543126
5334.524,3533.402631738124,7135.645219824376
10022.382,8221.260541894375,11823.503129980625
10834.408,9033.286909081875,12635.529497168125
11209.099,9407.977338769375,13010.219926855625
11450.016,9648.894330956875,13251.136919043125
10976.521,9175.400190331875,12777.642778418125
10547.945,8746.824018456875,12349.066606543125
10551.709,8750.587690331875,12352.830278418125
10724.574,8923.452924706875,12525.695512793125
10497.411,8696.289838769375,12298.532426855625
10328.529,8527.408002831875,12129.650590918125
9207.294,7406.172651269374,11008.415239355625
9505.505,7704.383588769374,11306.626176855625
4791.4976,2990.376264550624,6592.618852636876
4645.228,2844.106733300624,6446.349321386876
4513.2124,2712.091108300624,6314.333696386876
4321.3975,2520.276166894374,6122.518754980626
3592.3225,1791.2012157224992,5393.443803808751
3582.9663,1781.8450145506242,5384.087602636876
3587.4692,1786.3479442381242,5388.590532324376
3573.166,1772.0447215818742,5374.287309668126
3204.723,1403.6016063474992,5005.844194433751
3190.25,1389.1287059568742,4991.371294043126
3191.9482,1390.8269481443742,4993.069536230626
3189.2395,1388.1182079099992,4990.360795996251
2956.964,1155.8428172849992,4758.085405371251
2923.938,1122.8166942381242,4725.059282324376
2794.6396,993.5183543943742,4595.760942480626
2809.5808,1008.4595165037492,4610.702104590001
2665.9404,864.8191356443742,4467.061723730626
2555.99,754.8686961912492,4357.111284277501
2556.712,755.5906200193742,4357.833208105626
2502.3574,701.2361278318742,4303.478715918126
2445.4893,644.3679637693742,4246.610551855626
2432.7002,631.5789012693742,4233.821489355626
2384.6348,583.5134715818742,4185.756059668126
2316.2556,515.1343211912492,4117.376909277501
2264.7224,463.6011180662492,4065.843706152501
2264.7224,463.6011180662492,4065.843706152501
2264.7224,463.6011180662492,4065.843706152501
2254.6199,453.4985790037492,4055.741167090001
2236.716,435.5947704099992,4037.837358496251
2236.716,435.5947704099992,4037.837358496251
2236.716,435.5947704099992,4037.837358496251
2237.743,436.6216258787492,4038.864213965001
2266.3525,465.2312450193742,4067.473833105626
2265.328,464.2065868162492,4066.449174902501
2265.9795,464.8581981443742,4067.100786230626
2325.5469,524.4255809568742,4126.668169043126
2618.404,817.2827586912492,4419.525346777501
2779.115,977.9936961912492,4580.236284277501
3115.041,1313.9197215818742,4916.162309668126
3224.4062,1423.2849559568742,5025.527544043126
3807.7046,2006.5832958006242,5608.825883886876
4053.3389,2252.217573144374,5854.460161230626
4542.607,2741.485639550624,6343.728227636876
5410.8647,3609.743452050624,7211.986040136876
9852.234,8051.113080956874,11653.355669043125
11007.828,9206.706830956875,12808.949419043125
11600.705,9799.583784081875,13401.826372168125
11616.755,9815.633588769375,13417.876176855625
11416.427,9615.305463769375,13217.548051855625
11555.191,9754.070112206875,13356.312700293125
11457.151,9656.030073144375,13258.272661230625
11363.105,9561.984174706875,13164.226762793125
11160.047,9358.925580956875,12961.168169043125
11010.571,9209.449995019375,12811.692583105625
10894.158,9093.036909081875,12695.279497168125
10902.301,9101.179487206875,12703.422075293125
5742.156,3941.034467675624,7543.277055761876
4999.724,3198.602827050624,6800.845415136876
4326.649,2525.527631738124,6127.770219824376
4131.7183,2330.596967675624,5932.839555761876
3827.63,2026.5085887693742,5628.751176855626
3637.362,1836.2407665037492,5438.483354590001
3631.1873,1830.0659618162492,5432.308549902501
3503.3682,1702.2468700193742,5304.489458105626
3289.6458,1488.5244579099992,5090.767045996251
3274.3513,1473.2300243162492,5075.472612402501
3249.389,1448.2676219724992,5050.510210058751
3237.9856,1436.8643016599992,5039.106889746251
2734.4128,933.2915477537492,4535.534135840001
2691.5178,890.3965282224992,4492.639116308751
2784.7454,983.6240672849992,4585.866655371251
2804.6584,1003.5371532224992,4605.779741308751
2898.1167,1096.9954051756242,4699.237993261876
2916.1404,1115.0190868162492,4717.261674902501
3114.3457,1313.2244090818742,4915.466997168126
3255.7078,1454.5864696287492,5056.829057715001
3298.1812,1497.0598583006242,5099.302446386876
